reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
af97d45e-e8a4-4acf-a0a6-d8bb50392fc5,Yeatesh 21,https://play-lh.googleusercontent.com/a-/ALV-UjUUvWASP4Bx0TiU_jXONuZmkV-t8MxE7EdnM5lr9osrZb9i,Lots of all of the profiles are non responsive just tap swipe like a fool by paying monthly subscription nothing else don't waste time downloading this application,1,1,5.362.0,2024-03-23 22:08:24,"Sorry to hear you're having trouble connecting with your matches. Try sending a personalized, creative message or ask a question about something on their profile—that's sure to get the conversation started! You got this. 💛",2024-03-24 11:34:23,5.362.0
643aa4b0-6468-42b6-8bf3-a3c7b636bc5c,Snaida Lawson,https://play-lh.googleusercontent.com/a/ACg8ocKEY_fj4iFlypeqEpYHth3u9nyQsPy1WPud5tHbX3-7=mo,it's a very interesting App🌚I love it 🧡💛,4,0,5.362.0,2024-03-23 21:49:44,"Hey Snaida. Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-23 23:00:53,5.362.0
1552ffa2-51fa-41dc-ac1c-53ba13fbba44,Trinity Robitaille,https://play-lh.googleusercontent.com/a-/ALV-UjVC4i5b7Larq2Ss9xMaAuNGBbBosPQMSVhGJUPC9XqT0w,"this is the best dating app out there. I have had so much success meeting people, (over 60 IRL meet ups), and it has more safety features than any other.",5,0,5.362.0,2024-03-23 21:42:33,Hey Trinity. It's great to hear that you're buzzin' in the Hive! 🐝,2024-03-23 23:00:23,5.362.0
3f166d7c-f293-46e7-9087-a18785587245,J G,https://play-lh.googleusercontent.com/a/ACg8ocLMjM7sdrFN2hNKE4cKB4NXR9ns7ktz2sDzgkzMpKIi=mo,not showing people who liked you on purpose to buy premium:))),1,1,5.362.0,2024-03-23 21:35:33,You don't need to spend any money to match with admirers or notifications in your Beeline. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free. 💛,2024-03-23 22:59:55,5.362.0
a1a9553d-0a71-42df-b95f-e36045eac2f0,Benjamin,https://play-lh.googleusercontent.com/a/ACg8ocLZvLHRXZ0zvjK4Z004uNBmCk2tabaIz9SUCAdYgbB8=mo,All dating apps are garbage cant even see who likes you without obsurd paywall,1,1,,2024-03-23 21:24:26,Hey Benjamin! You don't need to spend any money to match with admirers or notifications in your Beeline. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free.,2024-03-23 22:59:53,
1a62307a-f538-48b8-b6cd-8f0666cfc9ab,Arman Kingkhan,https://play-lh.googleusercontent.com/a/ACg8ocIp02M226mNowc8xLIgm7KPVqPzpKH9Pbh0hIN47axd=mo,mein kisi se baat nhi kr sakta nhi mil sakta toh m apeko kis baat k paise dun Jo apne offer lagay huye h,1,0,5.362.0,2024-03-23 20:56:20,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-23 22:59:24,5.362.0
e12a4cdf-7c43-4700-85c3-2af187a0037d,Nae West,https://play-lh.googleusercontent.com/a-/ALV-UjWglfNr1R6Ew0221OgpHv_26vg1PgPrksSMKmF7k-eq_am1,Try any other dating app,1,1,5.362.0,2024-03-23 20:36:08,Hey Nae! We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-23 22:59:22,5.362.0
a4822dbd-33c7-4bc3-ad6f-b4f41df6bbfa,Benjamin Burk,https://play-lh.googleusercontent.com/a-/ALV-UjXrnq_2VQtBXKabnLypA4e3kVfwD633lKMZ07inqbyna5hq,got robbed 11 times smh,1,1,,2024-03-23 20:24:14,Hey Benjamin! Can you tell us more about what happened? Please message us at http://bumble.com/contact or on Facebook or Twitter (@BumbleSupport). We want to look into this for you.,2024-03-23 22:58:23,
4990c124-97c8-41e2-ad3d-fd5114f11142,Goddey Akhagbe,https://play-lh.googleusercontent.com/a/ACg8ocL4PzbakDQCBBRRbKVjDdR8lefWfouLJMEQf4LrUB1G=mo,awesome app,5,0,5.362.0,2024-03-23 20:22:45,"We appreciate your kind words, Goddey. 🙌",2024-03-23 22:56:55,5.362.0
68c0344e-8fbc-448f-afd1-b3072d4a7768,ALEX TIBAS,https://play-lh.googleusercontent.com/a-/ALV-UjVnqi2Qvc-Y0_ayAl89raPVqpvzS9PTTAhKq6Iu231w0w,Gave me the most amazing girlfriend 🥰,5,0,,2024-03-23 20:04:54,"This is amazing, Alex! Please tell us more at bumble.com/success-stories/share. 💛",2024-03-23 22:56:53,
d403a3d4-2665-44f4-a49f-9c13fb9376ef,Nickoma Duncan,https://play-lh.googleusercontent.com/a/ACg8ocL0zDj7n8FkdXpIfIJJr-3uV03PjXpCaAWbKljPUoIb=mo,Prices are stupid hi . I'd understand 20 a month but come on do better.,1,0,5.362.0,2024-03-23 19:52:27,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-23 22:56:25,5.362.0
00fc1d71-0f00-453e-a21d-baaf6fa8039c,Asghar Khan,https://play-lh.googleusercontent.com/a-/ALV-UjXkxyPXkdg33RWcWfP5kYfXyEUoJ55-2CynFHUfNY_ZPY0,good,5,0,5.362.0,2024-03-23 19:31:45,"We appreciate your kind words, Asghar. 🙌",2024-03-23 22:56:23,5.362.0
cacf33c5-af20-4a59-929e-9e3db9723aee,Dhisa Sadhukhan,https://play-lh.googleusercontent.com/a-/ALV-UjW4HgSjDk6UEj_nC32FWq0cWxKFIDBmm5Bnhy6njkwxe54,"The app is okish.. There are some main problems I think should be taken care of! 1. If you are messaging someone , the notification doesn't pop in your mobile device that the other person has texted you. 2. It's always the girls who are to be texting first... I think sometimes It's better to be an instant match and msg kinda option where the guys can also txt first.",3,0,5.362.0,2024-03-23 19:22:54,We appreciate you sharing your feedback with us. We are always looking for ways to improve our members' experience on the app so we will make sure to pass your input along to our Product Team.,2024-03-24 07:01:52,5.362.0
fb0047de-47a5-4bf4-a5a2-87b62e21e8b6,Nichole Helm,https://play-lh.googleusercontent.com/a-/ALV-UjXbSODStyMFaJql2M0rseGbeYwcl5hYbybV6gk_1fQITu6U,it's cool so far except it asks you to pay to talk to ppl.,4,0,5.362.0,2024-03-23 19:17:25,"Thanks for your feedback! It's really helpful. You don't need to pay to make connections in the Hive - all Premium features are optional. If you have any questions, reach out to us at bumble.com/contact or @BumbleSupport on Facebook/Twitter.",2024-03-24 07:02:23,5.362.0
bc23fb9f-5e7a-4701-99e9-3f8e447656d5,Naman Jain,https://play-lh.googleusercontent.com/a-/ALV-UjU9lncmqVXVlOvNRI6R05GhgxggCOkUpn8X_iOaRPstdw,Iam buy a premium plan but I have not received any match request,1,1,5.362.0,2024-03-23 18:59:47,"Hey Naman! Thanks for reaching out. While our subscriptions are there to help maximize your experience, we can't promise exact results for anyone. If you’d like to talk to a Support Team Member about your profile to check everything is running as it should be, please message us here: bumble.com/contact.",2024-03-23 22:54:54,5.362.0
390cd104-6e7a-4047-afb6-7f38a3811b40,Ben Zack,https://play-lh.googleusercontent.com/a-/ALV-UjWGU-PS1BiIOl8eycKCgYiFicEWYaLG9W9qUF6UGm1JBBdu,"the app is okay. dating apps are mostly the same it's the people that matter. I figured it would be fun to try the BFF side of it, however the price is ridiculous. why a dating app should be more than 10 or $15 a month I have no idea. I would give it more stars if it were less expensive. maybe the strategy is to sign up for one month and get a burner email / text account and move conversations over to that as quickly as possible.",1,0,5.362.0,2024-03-23 18:56:19,"Thanks for your feedback! It's really helpful. You don't need to pay to make connections in the Hive - all Premium features are optional. If you have any questions, reach out to us at bumble.com/contact or @BumbleSupport on Facebook/Twitter.",2024-03-24 07:03:23,5.362.0
1412442c-1b66-4b1d-942e-b94d0fb70a2e,Brittney Howard,https://play-lh.googleusercontent.com/a-/ALV-UjX87kadB3lfv6wJx5XMrVW2zZ7aa8fRhVJ00TJ3PHlWpqM,Met some cool people.,4,0,5.362.0,2024-03-23 18:09:41,"Hey Brittany! Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-23 22:54:53,5.362.0
d1c9d4b1-4eb5-41bd-a654-70b8effac31c,david closner,https://play-lh.googleusercontent.com/a-/ALV-UjXULhiMMs39sBptG5xKLKGYztnflafeVclxaGAgdYxWsi8,so.many bots and try to.upcharhe everything,1,1,5.362.0,2024-03-23 18:06:13,"Hey David! We take fake profiles seriously on our platform and have a team dedicated to investigating suspicious accounts. If you’re ever unsure about a profile, please report them in the app and we'll investigate right away!",2024-03-23 22:54:26,5.362.0
8c88744a-c526-4469-90d0-82a82f0387ce,Shrikant Mamgain,https://play-lh.googleusercontent.com/a/ACg8ocIgO_ZCXe_i86-ZZacbPoZbpLE6ifSdT7we-UFZuS10=mo,greatapp nice so good,5,0,5.362.0,2024-03-23 18:03:39,"Thanks for your kind words, Shrikant. Your feedback is so valuable to our team—we love knowing that you’re enjoying your experience. 💛",2024-03-23 22:54:24,5.362.0
83530aae-7e45-4625-9cb8-8ddf6c50dc00,Phillip Kuyler,https://play-lh.googleusercontent.com/a/ACg8ocLOQq_mpnkCWfzDl9avLk84iokkZ4xQ7JiwTbNb-8Ne=mo,DO NOT SUBSCRIBE! They make canceling your subscription impossible! I am STILL being charged!,1,1,5.362.0,2024-03-23 17:46:47,"Hey Phillip! The steps to cancel your subscription will depend on your payment method. You can find instructions on our Help Center here: https://bumble.com/en/help/how-can-i-cancel-my-bumble-boost--bumble-premium-subscription. If you're unable to cancel your subscription following those steps, please reach out to bumble.com/contact.",2024-03-23 22:54:23,5.362.0
a50a7dfa-a158-4ac0-8df8-c6777a44396b,Anneliis Altdorf,https://play-lh.googleusercontent.com/a/ACg8ocKkY95Ebap77M2XxFeYzCcy7MXtiOpjVR8UcrTSWE1r=mo,"Paying for "" a feature"" without it working, like backtrack",1,1,5.358.0,2024-03-23 17:12:36,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-24 07:03:53,5.358.0
6a99b332-6620-49cf-aeb1-ed328a3e3dd0,Daniel,https://play-lh.googleusercontent.com/a-/ALV-UjV6OYuEQ6b6lsEqR2UZm0DT_-2Rz-i-PgKEUOP4LmhCAHK4,OMG I think we got a winner with Bumble finally! 🙏,5,0,5.362.0,2024-03-23 17:08:24,"Thank you for your message. For further assistance, please get in touch with our support team at: bumble.com/contact. Thank you. 💛",2024-03-24 06:08:53,5.362.0
fb3d8322-7b70-4387-a38e-71b3f8b9bfe7,Fernando Muniz,https://play-lh.googleusercontent.com/a/ACg8ocIyiGG5NAswPoZdCpEiPOpDBUWvP_duJCeALFVRxV6V=mo,"Worst app to use. It always wants me to refresh filters, every 2 weeks I can only swipe like 3 times cause no one uses the app. Pay for Unlimited swipes? For what? Theres no one. Then you get a message like ""this person is working on themselves"" Okay? Go work on yourself, dont try to bring your problems onto someone who is looking, get off the app, apperantly males are not alowed to send the first message, Discriminatory as much! UNINSTALL NOW!",1,2,5.362.0,2024-03-23 16:33:04,"We're sorry to hear that you didn't have a great experience with us. At Bumble, we believe in treating everyone with kindness and respect, regardless of who they are. If you'd like us to take a look at your profile, just send us a message on Twitter or Facebook (@BumbleSupport). 💛",2024-03-24 11:33:22,5.362.0
8be4516d-66c7-4a99-b4b5-0e9d4652d001,FIRAS DHUKKA,https://play-lh.googleusercontent.com/a/ACg8ocKINJMM2WsZFOyWdDARctitVFjPtk5UGbM7zS7TmFrM=mo,I have wasted 700 hundred on bumble. I brought the subscription and still didn't get single like also there is a option for complimentary and super like that was also paid. They just making fool to us they are just making money by using us. All uninstall bumble and never ever download it. It's battery to buy in tinder atleast without paying i got 4 likes. Worst aap ever,1,1,,2024-03-23 16:26:06,"Thanks for reaching out. While our subscriptions are there to help maximize your experience, we can't promise exact results for anyone. If you’d like to talk to a Support Team Member about your profile to check everything is running as it should be, please message us here: bumble.com/contact.",2024-03-24 11:32:23,
a613d7f8-a71c-4cf0-8d95-b51c4116d809,Veliza Third Eye,https://play-lh.googleusercontent.com/a/ACg8ocIv49K4OkOtXJPCPtRp532joiY8gX9el2_ZqP1p3YgN=mo,"if you asked me to click delete, there's no option for that, only cancel to delete acc Or confirm. Nothing is working out, unfortunately cause I'm having difficulty in deleting my account, could you Please Help me to delete my account from your system, I'm sure you could.. Unfortunately I had uninstalled it. Thanks",1,1,,2024-03-23 16:25:22,"We’re sad to see you go and we hope to welcome you back into The Hive again in the future. To delete your account, scroll to the bottom of your settings and tap on “delete account” and then type in “delete” in all lowercase letters. Remember, if you are just looking for a small break, you can always use our Snooze feature instead. 🐝",2024-03-24 11:31:53,
c2f9bf2d-c51a-4ee0-b74c-d360ad03224f,Isaac Knox,https://play-lh.googleusercontent.com/a-/ALV-UjWd575LsY8RqMsF91ptUN3wd-go0jj1ynIRjwVSHDZ_BzI,Dating is hard enough as is. Nobody wants to pay 40 dollars a month to get rejected. Can't talk to or even see who likes you without paying. Developers respond to the reviews pretending there isn't a massive paywall. Don't believe any of the developers' responses. You have to pay to see who likes you.,1,4,5.362.0,2024-03-23 16:06:44,You don't need to spend any money to match with admirers or notifications in your Beeline. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free.,2024-03-24 11:30:23,5.362.0
84e7bad6-b27f-4517-8609-1a91f96be898,S Sh,https://play-lh.googleusercontent.com/a/ACg8ocL6cJN8kWHjW8UzPV_Ms9vVaV-WP27DrtaOcJRtUTrs=mo,"Useless edit: as in, useless support team. 5 email exchanges for what should be a simple issue. It's still not resolved. They asked for a video, then said can't view video and wanted png or jpeg for what I had already explained was when nothing happens when I try to edit one part of my profile. That's not something you can screenshot. Yet after explaining this, they still asked for a screenshot. U s e l e s s",1,2,5.362.0,2024-03-23 15:41:35,"We're sorry to hear you haven't heard back from us yet! Your message is important to us, so please rest assured we'll be replying to you shortly. We can't thank you enough for your patience. 💛",2024-03-24 11:28:52,5.362.0
45a89922-bc87-4998-be45-ceb8f38c4b67,Braden Hite,https://play-lh.googleusercontent.com/a/ACg8ocJt5sf0V9AvwtwSNOOEaqNdwF7BCzBVg5paymaIkMI07g=mo,"Bumble doesn't present you with your matches in the free version. It will tell you there are people who have liked you waiting in your queue, but if you swipe right on your whole queue it will still say people have liked you without matching you to a single person. I believe Bumble uses this to force their paid version on users. Their response to my review shows a lack of reading comprehension.",1,4,5.362.0,2024-03-23 15:29:34,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-24 11:28:23,5.362.0
e57087c6-292d-47c1-bf83-adbbf7108d09,Ethan Sims (Ethan. D Boyce Sims),https://play-lh.googleusercontent.com/a-/ALV-UjWdzIuoG-wJ6x73HV6IseJyijXsxLl218rbEy_OfznrL-c,Awfull app makes you pay for everything says its free but after the furst day to get a trail over thing and trying to get you to sign up for a monthy supscription,1,1,5.362.0,2024-03-23 15:00:29,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-24 11:26:24,5.362.0
7b40fdb7-c6b6-47f9-b274-9320fc31526f,Sam Lee,https://play-lh.googleusercontent.com/a/ACg8ocLVnthBJkPClQglX8w0cGvHnBg_LLIViHaIE_nNQJ0=mo,Can't use unless I give them permission to use my Google or Facebook to sign in. I won't do that. Useless app. Useless developer's. I will uninstall immediately.,1,1,5.358.0,2024-03-23 14:51:40,"Hey Sam! You also have the option to use your phone number. If you are struggling with this, please message us at @BumbleSupport on social media with a few more details—screenshots will help, too. Or, you can contact us via bumble.com/contact 🫶",2024-03-23 22:53:23,5.358.0
78a9703d-88b1-4361-accf-1d0b8fe66bc2,Aditya Raj,https://play-lh.googleusercontent.com/a/ACg8ocI1j8xw4QwYYC1S2AUwlgVJAQIzr7F0bs-RC1HoAZ5D=mo,I didn't like my experience on your app. Previously I was using normal but last Thursday I've switched to premium and even with unlimited likes and everything I still haven't got a match if I can't see the results of premium in 1 week tell me one good reason for me to continue paying??,2,1,,2024-03-23 14:15:25,"Thanks for reaching out. While our subscriptions are there to help maximize your experience, we can't promise exact results for anyone. If you’d like to talk to a Support Team Member about your profile to check everything is running as it should be, please message us here: bumble.com/contact.",2024-03-24 11:26:23,
e03e647e-9f56-41dc-a6c0-a1e532617099,jeacar pascua,https://play-lh.googleusercontent.com/a-/ALV-UjX8TIevaPJQVFjErLFBqwWFORhEmaQuSUxm-8Inn590qfM,I only swipe 5 and I'm out of swipe that so unfiar and there's a lot of fake face and not legit person and they are not even chat the app is getting boring unlike tinder unlimited swipe why can't you do the same and God every update the less swipe maybe if update will 1 swipe and we will 150 just to continue swiping 😒😒😒😒😒😏 this app so scamer and full of fake faces who ever evented this app is getting boring nothing has changed its still the same,1,2,5.362.0,2024-03-23 13:59:38,"We're always working to increase the number of genuine, quality connections for our users. Part of that means encouraging more intentional swiping. We incorporated a swipe limit to help our users get the results they’re hoping for. If you're in a rush to see more users though, you're always welcome to upgrade your account to Boost or Premium.",2024-03-24 11:25:23,5.362.0
96c7c155-5f72-4fe9-baa0-252a3f98c793,Michael,https://play-lh.googleusercontent.com/a/ACg8ocIuHYg7Ppg_8KZirpFH7W-QaPuTuc9iZXTQVaeo63ua=mo,"What a way to meet and greet, cyber dating is the fling of the present...what will the future hold. Great app!",5,0,5.362.0,2024-03-23 13:57:45,Hey Michael! We're so happy to hear that! We love that you enjoy buzzin' in the Hive. 🐝,2024-03-23 22:51:52,5.362.0
bdab0dc2-2090-4a0c-9ffa-62432dcf4d76,Trần Minh Tuấn,https://play-lh.googleusercontent.com/a/ACg8ocJffHRo9MlNpiy_31As4VAiJS6bgW0zbi-sOvsB8j3Y=mo,Why i cant verify my picture. What the hell with your verificarion machanism,1,1,5.362.0,2024-03-23 13:38:45,Oh no! Our Support Team would be more than happy to help assist you with verifying your profile. Send us a quick message at bumble.com/contact or on Facebook or Twitter (@BumbleSupport) and we'll get you up and buzzin' in no time!,2024-03-23 13:52:54,5.362.0
29ba82f5-15ed-403e-985d-2fd920fea2c8,Ajanaku Kunle,https://play-lh.googleusercontent.com/a/ACg8ocLR-mIN1Y1BZhiiwDZgAEw7LkwCFeJl7STXT3OOJNOW=mo,"cool and meeting nice people,but still single",5,0,5.362.0,2024-03-23 13:26:22,We appreciate your kind words. 🙌,2024-03-23 13:53:23,5.362.0
35cac496-0aae-4b49-b810-c4e92ef05bc2,Sachin Adsare,https://play-lh.googleusercontent.com/a/ACg8ocLzmVJfS7UCxKX4d3_8VSv2uHmJcHjlUCGIu96pg2Bd=mo,Worst customer service. My premium stopped working and after 15 days i purchased. I raised the issue but since 4 days i am still not able to use premium features.,1,2,,2024-03-23 13:21:08,"We're sorry to hear you haven't heard back from us yet! Your message is important to us, so please rest assured we'll be replying to you shortly. We can't thank you enough for your patience. 💛",2024-03-23 13:53:53,
26d3f142-3caa-48c6-b99c-c350a66b046e,Carlos Dyer,https://play-lh.googleusercontent.com/a-/ALV-UjXdbOGEvmma53bO3I8exA94XrqZc51NpQ7ploYh_jnADA,bumble is in a league of its own making. Buzzing in the hive that's about it creating honey is a bee's normality yet after the days long activity meeting the right ✅ bee is critical making honey has nothing to do with that part. Bee's have a distinctive gravitation pull to each other this what defines their unique relationship,5,0,5.362.0,2024-03-23 12:45:11,"Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-23 13:55:22,5.362.0
b93e6b51-44a9-4783-98b1-fcbed3950d6a,Geeteshwar Kachendra,https://play-lh.googleusercontent.com/a-/ALV-UjWIj7HfvZY2orZZkOQHB_dfoxWeI5zzZXFCwlJf8ALeMto,Scam,1,2,,2024-03-23 12:43:56,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-23 13:55:23,
3b0fe1f6-71b6-4af2-948c-b826cb6dd678,Abu Ibraheem Al-Athari,https://play-lh.googleusercontent.com/a/ACg8ocLhiKSwYhzdGk9MzHkJho6_VoxLXutg0IE9Ze5yMFX6=mo,Having verified myself via photo - The app has not let me complete my profile without annoyingly prompting me every minute about a profile picture!,1,1,5.362.0,2024-03-23 12:27:34,Oh no! Our Support Team would be more than happy to help assist you with verifying your profile. Send us a quick message at bumble.com/contact or on Facebook or Twitter (@BumbleSupport) and we'll get you up and buzzin' in no time!,2024-03-23 13:56:23,5.362.0
80cc04a2-397a-48ed-a097-789414c7810c,akash singh,https://play-lh.googleusercontent.com/a/ACg8ocIytBlLxBDDBGSWLJpzb5O55U7os4ivVrqSLg2YMDQd=mo,"Worst app, only time waste. Even after having the subscription did not got any 1 single match...",1,2,5.362.0,2024-03-23 11:17:35,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-23 12:54:22,5.362.0
72f78f10-4faf-4acc-8d93-4f77d081928b,Rebekah Vaughan,https://play-lh.googleusercontent.com/a-/ALV-UjUvsGKjeABb11hNh57MmPG9h0HmAtyawvVH6_byL_cm8pu_,"I hate the pop-up you get to tell you that 'You've missed a potential match!' when you swipe left on someone. If I don't like them, they're not a 'potential match', are they?! The subscription is way too high to stay subscribed for more than a week at a time every now and again, but without it, you can't filter out unsuitable people (for me, it's guys who want kids). Even with the subscription, I kept getting 'likes' from people 100m out of my chosen area, which is a waste of everyone's time.",2,1,5.362.0,2024-03-23 11:16:32,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-23 13:48:22,5.362.0
